"","Year","State","TotalVotes","Candidate1Votes","Candidate1%","Candidate1EV","Candidate2Votes","Candidate2%","Candidate2EV","Candidate3Votes","Candidate3%","Candidate3EV","Candidate4Votes","Candidate4%","Candidate4EV"
"55",1844,"Arkansas","15,150","9,546","63.0","3","5,604","37.0","Â",NA,NA,NA,NA,NA,NA
"65",1844,"Connecticut","64,616","29,841","46.2","Â","32,832","50.8","6",NA,NA,NA,NA,NA,NA
"75",1844,"Delaware","12,247","5,970","48.7","Â","6,271","51.2","3",NA,NA,NA,NA,NA,NA
"85",1844,"Georgia","86,247","44,147","51.2","10","42,100","48.8","Â",NA,NA,NA,NA,NA,NA
"95",1844,"Illinois","109,057","58,795","53.9","9","45,854","42.0","Â",NA,NA,NA,NA,NA,NA
"105",1844,"Indiana","140,157","70,183","50.1","12","67,866","48.4","Â",NA,NA,NA,NA,NA,NA
"115",1844,"Kentucky","113,237","51,988","45.9","Â","61,249","54.1","12",NA,NA,NA,NA,NA,NA
"125",1844,"Louisiana","26,865","13,782","51.3","6","13,083","48.7","Â",NA,NA,NA,NA,NA,NA
"135",1844,"Maine","84,933","45,719","53.8","9","34,378","40.5","Â",NA,NA,NA,NA,NA,NA
"145",1844,"Maryland","68,690","32,706","47.6","Â","35,984","52.4","8",NA,NA,NA,NA,NA,NA
"155",1844,"Massachusetts","132,037","53,039","40.2","Â","67,062","50.8","12",NA,NA,NA,NA,NA,NA
"165",1844,"Michigan","55,560","27,737","49.9","5","24,185","43.5","Â",NA,NA,NA,NA,NA,NA
"175",1844,"Mississippi","45,004","25,846","57.4","6","19,158","42.6","Â",NA,NA,NA,NA,NA,NA
"185",1844,"Missouri","72,522","41,322","57.0","7","31,200","43.0","Â",NA,NA,NA,NA,NA,NA
"195",1844,"New Hampshire","49,187","27,160","55.2","6","17,866","36.3","Â",NA,NA,NA,NA,NA,NA
"205",1844,"New Jersey","75,944","37,495","49.4","Â","38,318","50.5","7",NA,NA,NA,NA,NA,NA
"215",1844,"New York","485,882","237,588","48.9","36","232,482","47.8","Â",NA,NA,NA,NA,NA,NA
"225",1844,"North Carolina","82,521","39,287","47.6","Â","43,232","52.4","11",NA,NA,NA,NA,NA,NA
"235",1844,"Ohio","312,300","149,127","47.8","Â","155,091","49.7","23",NA,NA,NA,NA,NA,NA
"245",1844,"Pennsylvania","331,645","167,311","50.4","26","161,195","48.6","Â",NA,NA,NA,NA,NA,NA
"255",1844,"Rhode Island","12,194","4,867","39.9","Â","7,322","60.0","4",NA,NA,NA,NA,NA,NA
"265",1844,"South Carolina","9 electors chosen by state legislature and awarded to James K. Polk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275",1844,"Tennessee","119,957","59,917","49.9","Â","60,040","50.1","13",NA,NA,NA,NA,NA,NA
"284",1844,"Vermont","48,765","18,041","37.0","Â","26,770","54.9","6",NA,NA,NA,NA,NA,NA
"294",1844,"Virginia","95,539","50,679","53.0","17","44,860","47.0","Â",NA,NA,NA,NA,NA,NA
"46",1848,"Alabama","61,659","30,482","49.4","Â","31,173","50.6","9","Â","Â","Â",NA,NA,NA
"56",1848,"Arkansas","16,888","7,587","44.9","Â","9,301","55.1","3","Â","Â","Â",NA,NA,NA
"66",1848,"Connecticut","62,398","30,318","48.6","6","27,051","43.4","Â","5,005","8.0","Â",NA,NA,NA
"76",1848,"Delaware","12,432","6,440","51.8","3","5,910","47.5","Â","82","0.7","Â",NA,NA,NA
"86",1848,"Florida","7,203","4,120","57.2","3","3,083","42.8","Â","Â","Â","Â",NA,NA,NA
"96",1848,"Georgia","92,317","47,532","51.5","10","44,785","48.5","Â","Â","Â","Â",NA,NA,NA
"106",1848,"Illinois","124,596","52,853","42.4","Â","55,952","44.9","9","15,702","12.6","Â",NA,NA,NA
"116",1848,"Indiana","152,394","69,668","45.7","Â","74,695","49.0","12","8,031","5.3","Â",NA,NA,NA
"126",1848,"Iowa","22,271","9,930","44.6","Â","11,238","50.5","4","1,103","5.0","Â",NA,NA,NA
"136",1848,"Kentucky","116,865","67,145","57.5","12","49,720","42.5","Â","Â","Â","Â",NA,NA,NA
"146",1848,"Louisiana","33,866","18,487","54.6","6","15,379","45.4","Â","Â","Â","Â",NA,NA,NA
"156",1848,"Maine","87,625","35,273","40.3","Â","40,195","45.9","9","12,157","13.9","Â",NA,NA,NA
"166",1848,"Maryland","72,359","37,702","52.1","8","34,528","47.7","Â","129","0.2","Â",NA,NA,NA
"176",1848,"Massachusetts","134,748","61,072","45.3","12","35,281","26.2","Â","38,333","28.4","Â",NA,NA,NA
"186",1848,"Michigan","65,082","23,947","36.8","Â","30,742","47.2","5","10,393","16.0","Â",NA,NA,NA
"196",1848,"Mississippi","52,456","25,911","49.4","Â","26,545","50.6","6","Â","Â","Â",NA,NA,NA
"206",1848,"Missouri","72,748","32,671","44.9","Â","40,077","55.1","7","Â","Â","Â",NA,NA,NA
"216",1848,"New Hampshire","50,104","14,781","29.5","Â","27,763","55.4","6","7,560","15.1","Â",NA,NA,NA
"226",1848,"New Jersey","77,745","40,015","51.5","7","36,901","47.5","Â","829","1.1","Â",NA,NA,NA
"236",1848,"New York","455,944","218,583","47.9","36","114,319","25.1","Â","120,497","26.4","Â",NA,NA,NA
"246",1848,"North Carolina","79,826","44,054","55.2","11","35,772","44.8","Â","Â","Â","Â",NA,NA,NA
"256",1848,"Ohio","328,987","138,656","42.1","Â","154,782","47.0","23","35,523","10.8","Â",NA,NA,NA
"266",1848,"Pennsylvania","369,092","185,730","50.3","26","172,186","46.7","Â","11,176","3.0","Â",NA,NA,NA
"276",1848,"Rhode Island","11,049","6,705","60.7","4","3,613","32.7","Â","726","6.6","Â",NA,NA,NA
"285",1848,"South Carolina","9 electors chosen by state legislature and awarded to Lewis Cass",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295",1848,"Tennessee","122,463","64,321","52.5","13","58,142","47.5","Â","Â","Â","Â",NA,NA,NA
"302",1848,"Texas","17,000","5,281","31.1","Â","11,644","68.5","4","Â","Â","Â",NA,NA,NA
"311",1848,"Vermont","47,897","23,117","48.3","6","10,943","22.8","Â","13,837","28.9","Â",NA,NA,NA
"32",1848,"Virginia","92,004","45,265","49.2","Â","46,739","50.8","17","Â","Â","Â",NA,NA,NA
"33",1848,"Wisconsin","39,166","13,747","35.1","Â","15,001","38.3","4","10,418","26.6","Â",NA,NA,NA
"34",1848,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",1852,"Alabama","44,147","26,881","60.9","9","15,061","34.1","Â","--","0.0","Â",NA,NA,NA
"57",1852,"Arkansas","19,577","12,173","62.2","4","7,404","37.8","Â","--","0.0","Â",NA,NA,NA
"67",1852,"California","76,810","40,721","53.0","4","35,972","46.8","Â","61","0.1","Â",NA,NA,NA
"77",1852,"Connecticut","66,781","33,249","49.8","6","30,359","45.5","Â","3,161","4.7","Â",NA,NA,NA
"87",1852,"Delaware","12,673","6,318","49.9","3","6,293","49.7","Â","62","0.5","Â",NA,NA,NA
"97",1852,"Florida","7,193","4,318","60.0","3","2,875","40.0","Â","--","0.0","Â",NA,NA,NA
"107",1852,"Georgia","62,626","40,516","64.7","10","16,660","26.6","Â","--","0.0","Â",NA,NA,NA
"117",1852,"Illinois","154,974","80,378","51.9","11","64,733","41.8","Â","9,863","6.4","Â",NA,NA,NA
"127",1852,"Indiana","183,176","95,340","52.0","13","80,907","44.2","Â","6,929","3.8","Â",NA,NA,NA
"137",1852,"Iowa","35,364","17,763","50.2","4","15,856","44.8","Â","1,606","4.5","Â",NA,NA,NA
"147",1852,"Kentucky","111,643","53,949","48.3","Â","57,428","51.4","12","266","0.2","Â",NA,NA,NA
"157",1852,"Louisiana","35,902","18,647","51.9","6","17,255","48.1","Â","--","0.0","Â",NA,NA,NA
"167",1852,"Maine","82,182","41,609","50.6","8","32,543","39.6","Â","8,030","9.8","Â",NA,NA,NA
"177",1852,"Maryland","75,120","40,022","53.3","8","35,077","46.7","Â","21","0.0","Â",NA,NA,NA
"187",1852,"Massachusetts","127,103","44,569","35.1","Â","52,683","41.4","13","28,023","22.0","Â",NA,NA,NA
"197",1852,"Michigan","82,939","41,842","50.4","6","33,860","40.8","Â","7,237","8.7","Â",NA,NA,NA
"207",1852,"Mississippi","44,454","26,896","60.5","7","17,558","39.5","Â","--","0.0","Â",NA,NA,NA
"217",1852,"Missouri","68,801","38,817","56.4","9","29,984","43.6","Â","--","0.0","Â",NA,NA,NA
"227",1852,"New Hampshire","50,535","28,503","56.4","5","15,486","30.6","Â","6,546","13.0","Â",NA,NA,NA
"237",1852,"New jersey","83,926","44,301","52.8","7","38,551","45.9","Â","336","0.4","Â",NA,NA,NA
"247",1852,"New York","522,294","262,083","50.2","35","234,882","45.0","Â","25,329","4.8","Â",NA,NA,NA
"257",1852,"North Carolina","78,891","39,788","50.4","10","39,043","49.5","Â","--","0.0","Â",NA,NA,NA
"267",1852,"Ohio","352,903","169,193","47.9","23","152,577","43.2","Â","31,133","8.8","Â",NA,NA,NA
"277",1852,"Pennsylvania","387,920","198,568","51.2","27","179,182","46.2","Â","8,500","2.2","Â",NA,NA,NA
"286",1852,"Rhode Island","17,005","8,735","51.4","4","7,626","44.8","Â","644","3.8","Â",NA,NA,NA
"296",1852,"South Carolina","8 electors chosen by state legislature and awarded to Franklin Pierce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303",1852,"Tennessee","115,486","56,900","49.3","Â","58,586","50.7","12","--","0.0","Â",NA,NA,NA
"312",1852,"Texas","20,223","14,857","73.5","4","5,356","26.5","Â","--","0.0","Â",NA,NA,NA
"321",1852,"Vermont","43,838","13,044","29.8","Â","22,173","50.6","5","8,621","19.7","Â",NA,NA,NA
"331",1852,"Virginia","132,604","73,872","55.7","15","58,732","44.3","Â","--","0.0","Â",NA,NA,NA
"341",1852,"Wisconsin","64,740","33,658","52.0","5","22,240","34.4","Â","8,842","13.7","Â",NA,NA,NA
"35",1852,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",1856,"Alabama","75,291","46,739","62.1","9","--","0.0","Â","28,552","37.9","Â",NA,NA,NA
"58",1856,"Arkansas","32,642","21,910","67.1","4","--","0.0","Â","10,732","32.9","Â",NA,NA,NA
"68",1856,"California","110,255","53,342","48.4","4","20,704","18.8","Â","36,195","32.8","Â",NA,NA,NA
"78",1856,"Connecticut","80,360","35,028","43.6","Â","42,717","53.2","6","2,615","3.3","Â",NA,NA,NA
"88",1856,"Delaware","14,598","8,004","54.8","3","310","2.1","Â","6,275","43.0","Â",NA,NA,NA
"98",1856,"Florida","11,191","6,358","56.8","3","--","0.0","Â","4,833","43.2","Â",NA,NA,NA
"108",1856,"Georgia","99,020","56,581","57.1","10","--","0.0","Â","42,439","42.9","Â",NA,NA,NA
"118",1856,"Illinois","239,334","105,528","44.1","11","96,275","40.2","Â","37,531","15.7","Â",NA,NA,NA
"128",1856,"Indiana","235,401","118,670","50.4","13","94,375","40.1","Â","22,356","9.5","Â",NA,NA,NA
"138",1856,"Iowa","92,310","37,568","40.7","Â","45,073","48.8","4","9,669","10.5","Â",NA,NA,NA
"148",1856,"Kentucky","142,058","74,642","52.5","12","--","0.0","Â","67,416","47.5","Â",NA,NA,NA
"158",1856,"Louisiana","42,873","22,164","51.7","6","--","0.0","Â","20,709","48.3","Â",NA,NA,NA
"168",1856,"Maine","109,689","39,140","35.7","Â","67,279","61.3","8","3,270","3.0","Â",NA,NA,NA
"178",1856,"Maryland","86,860","39,123","45.0","Â","285","0.3","Â","47,452","54.6","8",NA,NA,NA
"188",1856,"Massachusetts","170,048","39,244","23.1","Â","108,172","63.6","13","19,626","11.5","Â",NA,NA,NA
"198",1856,"Michigan","125,558","52,136","41.5","Â","71,762","57.2","6","1,660","1.3","Â",NA,NA,NA
"208",1856,"Mississippi","59,647","35,456","59.4","7","--","0.0","Â","24,191","40.6","Â",NA,NA,NA
"218",1856,"Missouri","106,486","57,964","54.4","9","--","0.0","Â","48,522","45.6","Â",NA,NA,NA
"228",1856,"New Hampshire","69,774","31,891","45.7","Â","37,473","53.7","5","410","0.6","Â",NA,NA,NA
"238",1856,"New Jersey","99,396","46,943","47.2","7","28,338","28.5","Â","24,115","24.3","Â",NA,NA,NA
"248",1856,"New York","596,486","195,878","32.8","Â","276,004","46.3","35","124,604","20.9","Â",NA,NA,NA
"258",1856,"North Carolina","84,963","48,243","56.8","10","--","0.0","Â","36,720","43.2","Â",NA,NA,NA
"268",1856,"Ohio","386,640","170,874","44.2","Â","187,497","48.5","23","28,121","7.3","Â",NA,NA,NA
"278",1856,"Pennsylvania","460,937","230,772","50.1","27","147,963","32.1","Â","82,202","17.8","Â",NA,NA,NA
"287",1856,"Rhode Island","19,822","6,680","33.7","Â","11,467","57.8","4","1,675","8.5","Â",NA,NA,NA
"297",1856,"South Carolina","8 electors chosen by state legislature and awarded to James Buchanan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304",1856,"Tennessee","133,582","69,704","52.2","12","--","0.0","Â","63,878","47.8","Â",NA,NA,NA
"313",1856,"Texas","48,005","31,995","66.6","4","--","0.0","Â","16,010","33.4","Â",NA,NA,NA
"322",1856,"Vermont","50,675","10,569","20.9","Â","39,561","78.1","5","545","1.1","Â",NA,NA,NA
"332",1856,"Virginia","150,233","90,083","60.0","15","--","0.0","Â","60,150","40.0","Â",NA,NA,NA
"342",1856,"Wisconsin","120,513","52,843","43.8","Â","67,090","55.7","5","580","0.5","Â",NA,NA,NA
"351",1856,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",1860,"Alabama","90,122","--","0.0","Â","13,618","15.1","Â","48,669","54.0","9","27,835","30.9","Â"
"59",1860,"Arkansas","54,152","--","0.0","Â","5,357","9.9","Â","28,732","53.1","4","20,063","37.0","Â"
"69",1860,"California","119,827","38,733","32.3","4","37,999","31.7","Â","33,969","28.3","Â","9,111","7.6","Â"
"79",1860,"Connecticut","74,819","43,488","58.1","6","15,431","20.6","Â","14,372","19.2","Â","1,528","2.0","Â"
"89",1860,"Delaware","16,115","3,822","23.7","Â","1,066","6.6","Â","7,339","45.5","3","3,888","24.1","Â"
"99",1860,"Florida","13,301","--","0.0","Â","223","1.7","Â","8,277","62.2","3","4,801","36.1","Â"
"109",1860,"Georgia","106,717","--","0.0","Â","11,581","10.9","Â","52,176","48.9","10","42,960","40.3","Â"
"119",1860,"Illinois","339,666","172,171","50.7","11","160,215","47.2","Â","2,331","0.7","Â","4,914","1.4","Â"
"129",1860,"Indiana","272,143","139,033","51.1","13","115,509","42.4","Â","12,295","4.5","Â","5,306","1.9","Â"
"139",1860,"Iowa","128,739","70,302","54.6","4","55,639","43.2","Â","1,035","0.8","Â","1,763","1.4","Â"
"149",1860,"Kentucky","146,216","1,364","0.9","Â","25,651","17.5","Â","53,143","36.3","Â","66,058","45.2","12"
"159",1860,"Louisiana","50,510","--","0.0","Â","7,625","15.1","Â","22,681","44.9","6","20,204","40.0","Â"
"169",1860,"Maine","100,918","62,811","62.2","8","29,693","29.4","Â","6,368","6.3","Â","2,046","2.0","Â"
"179",1860,"Maryland","92,502","2,294","2.5","Â","5,966","6.4","Â","42,482","45.9","8","41,760","45.1","Â"
"189",1860,"Massachusetts","169,876","106,684","62.8","13","34,370","20.2","Â","6,163","3.6","Â","22,331","13.1","Â"
"199",1860,"Michigan","154,758","88,481","57.2","6","65,057","42.0","Â","805","0.5","Â","415","0.3","Â"
"209",1860,"Minnesota","34,804","22,069","63.4","4","11,920","34.2","Â","748","2.1","Â","50","0.1","Â"
"219",1860,"Mississippi","69,095","--","0.0","Â","3,282","4.7","Â","40,768","59.0","7","25,045","36.2","Â"
"229",1860,"Missouri","165,563","17,028","10.3","Â","58,801","35.5","9","31,362","18.9","Â","58,372","35.3","Â"
"239",1860,"New Hampshire","65,943","37,519","56.9","5","25,887","39.3","Â","2,125","3.2","Â","412","0.6","Â"
"249",1860,"New Jersey","121,215","58,346","48.1","4","62,869","51.9","3","--","0.0","Â","--","0.0","Â"
"259",1860,"New York","675,156","362,646","53.7","35","312,510","46.3","Â","--","0.0","Â","--","0.0","Â"
"269",1860,"North Carolina","96,712","--","0.0","Â","2,737","2.8","Â","48,846","50.5","10","45,129","46.7","Â"
"279",1860,"Ohio","442,866","231,709","52.3","23","187,421","42.3","Â","11,406","2.6","Â","12,194","2.8","Â"
"288",1860,"Oregon","14,758","5,329","36.1","3","4,136","28.0","Â","5,075","34.4","Â","218","1.5","Â"
"298",1860,"Pennsylvania","476,442","268,030","56.3","27","16,765","3.5","Â","178,871","37.5","Â","12,776","2.7","Â"
"305",1860,"Rhode Island","19,951","12,244","61.4","4","7,707","38.6","Â","--","0.0","Â","--","0.0","Â"
"314",1860,"South Carolina","8 electors chosen by state legislature and awarded to John Breckinridge",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"323",1860,"Tennessee","146,106","--","0.0","Â","11,281","7.7","Â","65,097","44.6","Â","69,728","47.7","12"
"333",1860,"Texas","62,855","--","0.0","Â","18","0","Â","47,454","75.5","4","15,383","24.5","Â"
